Symbol,Name,Exchange,Sector,Industry
CARERATING.NS,CARE Ratings Limited,NSE,Financial Services,Financial Data & Stock Exchanges
CDSL.NS,Central Depository Services (India) Limited,NSE,Financial Services,Capital Markets
CENTRALBK.NS,Central Bank of India,NSE,Financial Services,Banks - Regional
CENTRUM.NS,Centrum Capital Limited,NSE,Financial Services,Financial Conglomerates
CGCL.NS,Capri Global Capital Limited,NSE,Financial Services,Credit Services
CHOICEIN.NS,Choice International Limited,NSE,Financial Services,Capital Markets
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,NSE,Financial Services,Credit Services
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,NSE,Financial Services,Credit Services
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,NSE,Financial Services,Capital Markets
CREDITACC.NS,CreditAccess Grameen Limited,NSE,Financial Services,Credit Services
CREST.NS,Crest Ventures Limited,NSE,Financial Services,Financial Conglomerates
CRISIL.NS,CRISIL Limited,NSE,Financial Services,Financial Data & Stock Exchanges
CSBBANK.NS,CSB Bank Limited,NSE,Financial Services,Banks - Regional
CSLFINANCE.NS,CSL Finance Limited,NSE,Financial Services,Credit Services
CUB.NS,City Union Bank Limited,NSE,Financial Services,Banks - Regional
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,NSE,Financial Services,Capital Markets
DCBBANK.NS,DCB Bank Limited,NSE,Financial Services,Banks - Regional
DCMFINSERV.NS,DCM Financial Services Limited,NSE,Financial Services,Credit Services
DELPHIFX.NS,Delphi World Money Limited,NSE,Financial Services,Capital Markets
DHANBANK.NS,Dhanlaxmi Bank Limited,NSE,Financial Services,Banks - Regional
DHANI.NS,Dhani Services Limited,NSE,Financial Services,Credit Services
DHUNINV.NS,Dhunseri Investments Limited,NSE,Financial Services,Capital Markets
DOLATALGO.NS,Dolat Algotech Limited,NSE,Financial Services,Capital Markets
DVL.NS,Dhunseri Ventures Limited,NSE,Financial Services,Capital Markets
EDELWEISS.NS,Edelweiss Financial Services Limited,NSE,Financial Services,Capital Markets
EMKAY.NS,Emkay Global Financial Services Limited,NSE,Financial Services,Capital Markets
EQUITASBNK.NS,Equitas Small Finance Bank Limited,NSE,Financial Services,Banks - Regional
ESAFSFB.NS,ESAF Small Finance Bank,NSE,Financial Services,Banks - Regional
FEDERALBNK.NS,The Federal Bank Limited,NSE,Financial Services,Banks - Regional
FEDFINA.NS,Fedbank Financial Services Limited,NSE,Financial Services,Credit Services
FINOPB.NS,Fino Payments Bank Limited,NSE,Financial Services,Banks - Regional
FIVESTAR.NS,Five-Star Business Finance Limited,NSE,Financial Services,Credit Services
FUSION.NS,Fusion Finance Limited,NSE,Financial Services,Credit Services
GATECH.NS,GACM Technologies Limited,NSE,Financial Services,Asset Management
GATECHDVR.NS,GACM Technologies Limited,NSE,Financial Services,Asset Management
GEOJITFSL.NS,Geojit Financial Services Limited,NSE,Financial Services,Capital Markets
GICHSGFIN.NS,GIC Housing Finance Limited,NSE,Financial Services,Mortgage Finance
GICRE.NS,General Insurance Corporation of India,NSE,Financial Services,Insurance - Reinsurance
GLFL.NS,Gujarat Lease Financing Limited,NSE,Financial Services,Shell Companies
GODIGIT.NS,,NSE,Financial Services,Insurance - Property & Casualty
HBSL.NS,HB Stockholdings Limited,NSE,Financial Services,Capital Markets
HDFCAMC.NS,HDFC Asset Management Company Limited,NSE,Financial Services,Asset Management
HDFCBANK.NS,HDFC Bank Limited,NSE,Financial Services,Banks - Regional
HDFCLIFE.NS,HDFC Life Insurance Company Limited,NSE,Financial Services,Insurance - Life
HEXATRADEX.NS,Hexa Tradex Limited,NSE,Financial Services,Credit Services
HOMEFIRST.NS,Home First Finance Company India Limited,NSE,Financial Services,Mortgage Finance
HUDCO.NS,Housing and Urban Development Corporation Limited,NSE,Financial Services,Credit Services
HYBRIDFIN.NS,Hybrid Financial Services Limited,NSE,Financial Services,Capital Markets
IBULHSGFIN.NS,Sammaan Capital Limited,NSE,Financial Services,Mortgage Finance
ICICIBANK.NS,ICICI Bank Limited,NSE,Financial Services,Banks - Regional
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,NSE,Financial Services,Insurance - Diversified
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,NSE,Financial Services,Insurance - Life
ICRA.NS,ICRA Limited,NSE,Financial Services,Financial Data & Stock Exchanges
IDBI.NS,IDBI Bank Limited,NSE,Financial Services,Banks - Regional
IDFC.NS,IDFC Limited,NSE,Financial Services,Asset Management
IDFCFIRSTB.NS,IDFC First Bank Limited,NSE,Financial Services,Banks - Regional
IEX.NS,Indian Energy Exchange Limited,NSE,Financial Services,Capital Markets
IFCI.NS,IFCI Limited,NSE,Financial Services,Credit Services
IIFL.NS,IIFL Finance Limited,NSE,Financial Services,Credit Services
IIFLSEC.NS,IIFL Securities Limited,NSE,Financial Services,Capital Markets
IITL.NS,Industrial Investment Trust Limited,NSE,Financial Services,Credit Services
INDBANK.NS,Indbank Merchant Banking Services Limited,NSE,Financial Services,Capital Markets
INDIANB.NS,Indian Bank,NSE,Financial Services,Banks - Regional
INDIASHLTR.NS,India Shelter Finance Corporation Limited,NSE,Financial Services,Mortgage Finance
INDOSTAR.NS,IndoStar Capital Finance Limited,NSE,Financial Services,Credit Services
INDOTHAI.NS,Indo Thai Securities Limited,NSE,Financial Services,Capital Markets
INDUSINDBK.NS,IndusInd Bank Limited,NSE,Financial Services,Banks - Regional
INVENTURE.NS,Inventure Growth & Securities Limited,NSE,Financial Services,Capital Markets
IOB.NS,Indian Overseas Bank,NSE,Financial Services,Banks - Regional
IREDA.NS,Indian Renewable Energy Development Agency Limited,NSE,Financial Services,Credit Services
IRFC.NS,Indian Railway Finance Corporation Limited,NSE,Financial Services,Credit Services
ISEC.NS,ICICI Securities Limited,NSE,Financial Services,Capital Markets
IVC.NS,IL&FS Investment Managers Limited,NSE,Financial Services,Financial Conglomerates
J&KBANK.NS,The Jammu and Kashmir Bank Limited,NSE,Financial Services,Banks - Regional
JINDALPHOT.NS,Jindal Photo Limited,NSE,Financial Services,Asset Management
JIOFIN.NS,Jio Financial Services Limited,NSE,Financial Services,Asset Management
JMFINANCIL.NS,JM Financial Limited,NSE,Financial Services,Capital Markets
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,NSE,Financial Services,Asset Management
JSFB.NS,Jana Small Finance Bank Limited,NSE,Financial Services,Banks - Regional
KARURVYSYA.NS,The Karur Vysya Bank Limited,NSE,Financial Services,Banks - Regional
KEYFINSERV.NS,Keynote Financial Services Limited,NSE,Financial Services,Capital Markets
KHANDSE.NS,Khandwala Securities Limited,NSE,Financial Services,Capital Markets
KICL.NS,Kalyani Investment Company Limited,NSE,Financial Services,Asset Management
KOTAKBANK.NS,Kotak Mahindra Bank Limited,NSE,Financial Services,Banks - Regional
KTKBANK.NS,The Karnataka Bank Limited,NSE,Financial Services,Banks - Regional
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,NSE,Financial Services,Asset Management
LICHSGFIN.NS,LIC Housing Finance Limited,NSE,Financial Services,Mortgage Finance
LICI.NS,Life Insurance Corporation of India,NSE,Financial Services,Insurance - Life
LTF.NS,L&T Finance Limited,NSE,Financial Services,Credit Services
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,NSE,Financial Services,Credit Services
MAHABANK.NS,Bank of Maharashtra,NSE,Financial Services,Banks - Regional
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,NSE,Financial Services,Credit Services
MANAPPURAM.NS,Manappuram Finance Limited,NSE,Financial Services,Credit Services
MASFIN.NS,MAS Financial Services Limited,NSE,Financial Services,Credit Services
MCX.NS,Multi Commodity Exchange of India Limited,NSE,Financial Services,Financial Data & Stock Exchanges
MFSL.NS,Max Financial Services Limited,NSE,Financial Services,Insurance - Life
MONARCH.NS,Monarch Networth Capital Limited,NSE,Financial Services,Capital Markets
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,NSE,Financial Services,Capital Markets
MUFIN.NS,Mufin Green Finance Limited,NSE,Financial Services,Credit Services
MUTHOOTCAP.NS,Muthoot Capital Services Limited,NSE,Financial Services,Credit Services
MUTHOOTFIN.NS,Muthoot Finance Limited,NSE,Financial Services,Credit Services
MUTHOOTMF.NS,,NSE,Financial Services,Credit Services
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Ltd.,NSE,Financial Services,Capital Markets
NAHARCAP.NS,Nahar Capital and Financial Services Limited,NSE,Financial Services,Capital Markets
NAM-INDIA.NS,Nippon Life India Asset Management Limited,NSE,Financial Services,Asset Management
NBIFIN.NS,N.B.I. Industrial Finance Company Limited,NSE,Financial Services,Capital Markets
NDGL.NS,Naga Dhunseri Group Limited,NSE,Financial Services,Capital Markets
NIACL.NS,The New India Assurance Company Limited,NSE,Financial Services,Insurance - Diversified
NSIL.NS,Nalwa Sons Investments Limited,NSE,Financial Services,Asset Management
NUVAMA.NS,Nuvama Wealth Management Limited,NSE,Financial Services,Asset Management
ONELIFECAP.NS,Onelife Capital Advisors Limited,NSE,Financial Services,Capital Markets
OSWALGREEN.NS,Oswal Greentech Limited,NSE,Financial Services,Asset Management
PAISALO.NS,Paisalo Digital Limited,NSE,Financial Services,Credit Services
PEL.NS,Piramal Enterprises Limited,NSE,Financial Services,Financial Conglomerates
PFC.NS,Power Finance Corporation Limited,NSE,Financial Services,Credit Services
PFS.NS,PTC India Financial Services Limited,NSE,Financial Services,Credit Services
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,NSE,Financial Services,Asset Management
PNB.NS,Punjab National Bank,NSE,Financial Services,Banks - Regional
PNBGILTS.NS,PNB Gilts Ltd.,NSE,Financial Services,Capital Markets
PNBHOUSING.NS,PNB Housing Finance Limited,NSE,Financial Services,Mortgage Finance
POLICYBZR.NS,PB Fintech Limited,NSE,Financial Services,Insurance Brokers
POONAWALLA.NS,Poonawalla Fincorp Limited,NSE,Financial Services,Credit Services
PRIMESECU.NS,Prime Securities Limited,NSE,Financial Services,Capital Markets
PRUDENT.NS,Prudent Corporate Advisory Services Limited,NSE,Financial Services,Asset Management
PSB.NS,Punjab & Sind Bank,NSE,Financial Services,Banks - Regional
RBLBANK.NS,RBL Bank Limited,NSE,Financial Services,Banks - Regional
RECLTD.NS,REC Limited,NSE,Financial Services,Credit Services
RELIGARE.NS,Religare Enterprises Limited,NSE,Financial Services,Insurance - Life
REPCOHOME.NS,Repco Home Finance Limited,NSE,Financial Services,Mortgage Finance
RHFL.NS,Reliance Home Finance Limited,NSE,Financial Services,Mortgage Finance
SATIN.NS,Satin Creditcare Network Limited,NSE,Financial Services,Credit Services
SBFC.NS,SBFC Finance Limited,NSE,Financial Services,Credit Services
SBICARD.NS,SBI Cards and Payment Services Limited,NSE,Financial Services,Credit Services
SBILIFE.NS,SBI Life Insurance Company Limited,NSE,Financial Services,Insurance - Life
SBIN.NS,State Bank of India,NSE,Financial Services,Banks - Regional
SHAREINDIA.NS,Share India Securities Limited,NSE,Financial Services,Capital Markets
SHRIRAMFIN.NS,Shriram Finance Limited,NSE,Financial Services,Credit Services
SILINV.NS,SIL Investments Limited,NSE,Financial Services,Asset Management
SMCGLOBAL.NS,SMC Global Securities Limited,NSE,Financial Services,Capital Markets
SOUTHBANK.NS,The South Indian Bank Limited,NSE,Financial Services,Banks - Regional
SPANDANA.NS,Spandana Sphoorty Financial Limited,NSE,Financial Services,Credit Services
SPCENET.NS,Spacenet Enterprises India Limited,NSE,Financial Services,Capital Markets
SRGHFL.NS,SRG Housing Finance Limited,NSE,Financial Services,Mortgage Finance
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,NSE,Financial Services,Insurance - Diversified
STARTECK.NS,Starteck Finance Limited,NSE,Financial Services,Credit Services
STEELCITY.NS,Steel City Securities Limited,NSE,Financial Services,Capital Markets
SUMMITSEC.NS,Summit Securities Limited,NSE,Financial Services,Capital Markets
SUNDARMFIN.NS,Sundaram Finance Limited,NSE,Financial Services,Credit Services
SURYODAY.NS,Suryoday Small Finance Bank Limited,NSE,Financial Services,Banks - Regional
TATAINVEST.NS,Tata Investment Corporation Limited,NSE,Financial Services,Capital Markets
TCIFINANCE.NS,TCI Finance Limited,NSE,Financial Services,Credit Services
TECILCHEM.NS,Tecil Chemicals and Hydro Power Ltd.,NSE,Financial Services,Shell Companies
TFCILTD.NS,Tourism Finance Corporation of India Limited,NSE,Financial Services,Credit Services
TFL.NS,Transwarranty Finance Limited,NSE,Financial Services,Mortgage Finance
THEINVEST.NS,The Investment Trust of India Limited,NSE,Financial Services,Capital Markets
TIMESGTY.NS,Times Guaranty Limited,NSE,Financial Services,Asset Management
TMB.NS,Tamilnad Mercantile Bank Limited,NSE,Financial Services,Banks - Regional
TRU.NS,TruCap Finance Limited,NSE,Financial Services,Credit Services
UCOBANK.NS,UCO Bank,NSE,Financial Services,Banks - Regional
UGROCAP.NS,UGRO Capital Limited,NSE,Financial Services,Credit Services
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,NSE,Financial Services,Banks - Regional
UNIONBANK.NS,Union Bank of India,NSE,Financial Services,Banks - Regional
UTIAMC.NS,UTI Asset Management Company Limited,NSE,Financial Services,Asset Management
UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited,NSE,Financial Services,Banks - Regional
VHL.NS,Vardhman Holdings Limited,NSE,Financial Services,Credit Services
VIJIFIN.NS,Viji Finance Limited,NSE,Financial Services,Credit Services
VLSFINANCE.NS,VLS Finance Limited,NSE,Financial Services,Capital Markets
WEALTH.NS,Wealth First Portfolio Managers Limited,NSE,Financial Services,Capital Markets
WELINV.NS,Welspun Investments and Commercials Limited,NSE,Financial Services,Capital Markets
WILLAMAGOR.NS,Williamson Magor & Co. Limited,NSE,Financial Services,Credit Services
YAARI.NS,Yaari Digital Integrated Services Limited,NSE,Financial Services,Credit Services
YESBANK.NS,Yes Bank Limited,NSE,Financial Services,Banks - Regional
AAREYDRUGS.NS,Aarey Drugs & Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
AARTIDRUGS.NS,Aarti Drugs Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
AARTIPHARM.NS,Aarti Pharmalabs Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
ABBOTINDIA.NS,Abbott India Limited,NSE,Healthcare,Drug Manufacturers - General
AJANTPHARM.NS,Ajanta Pharma Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
ALBERTDAVD.NS,Albert David Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
ALKEM.NS,Alkem Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
ALPA.NS,Alpa Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
AMRUTANJAN.NS,Amrutanjan Health Care Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
APLLTD.NS,Alembic Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,NSE,Healthcare,Medical Care Facilities
ASTERDM.NS,Aster DM Healthcare Limited,NSE,Healthcare,Medical Care Facilities
ASTRAZEN.NS,AstraZeneca Pharma India Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
AUROPHARMA.NS,Aurobindo Pharma Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
BAFNAPH.NS,Bafna Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
BAJAJHCARE.NS,Bajaj HealthCare Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
BALAXI.NS,Balaxi Pharmaceuticals Limited,NSE,Healthcare,Biotechnology
BALPHARMA.NS,Bal Pharma Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
BIOCON.NS,Biocon Limited,NSE,Healthcare,Biotechnology
BIOFILCHEM.NS,Biofil Chemicals and Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
BLISSGVS.NS,Bliss GVS Pharma Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
BLUEJET.NS,Blue Jet Healthcare Limited,NSE,Healthcare,Biotechnology
BROOKS.NS,Brooks Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
CAPLIPOINT.NS,Caplin Point Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
CIPLA.NS,Cipla Limited,NSE,Healthcare,Drug Manufacturers - General
CONCORDBIO.NS,Concord Biotech Limited,NSE,Healthcare,Biotechnology
DCAL.NS,Dishman Carbogen Amcis Limited,NSE,Healthcare,Biotechnology
DIVISLAB.NS,Divi's Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
DRREDDY.NS,Dr. Reddy's Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
EMCURE.NS,,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
ENTERO.NS,Entero Healthcare Solutions Limited,NSE,Healthcare,Medical Distribution
ERIS.NS,Eris Lifesciences Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
FDC.NS,FDC Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
FORTIS.NS,Fortis Healthcare Limited,NSE,Healthcare,Medical Care Facilities
GLAND.NS,Gland Pharma Limited,NSE,Healthcare,Drug Manufacturers - General
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - General
GLENMARK.NS,Glenmark Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
GLS.NS,Glenmark Life Sciences Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
GPTHEALTH.NS,GPT Healthcare Limited,NSE,Healthcare,Medical Care Facilities
GRANULES.NS,Granules India Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
GUFICBIO.NS,Gufic Biosciences Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
HCG.NS,HealthCare Global Enterprises Limited,NSE,Healthcare,Medical Care Facilities
HESTERBIO.NS,Hester Biosciences Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
HIKAL.NS,Hikal Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
INDGN.NS,,NSE,Healthcare,Health Information Services
INDOCO.NS,Indoco Remedies Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,NSE,Healthcare,Medical Care Facilities
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
INDSWFTLTD.NS,Ind-Swift Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
INNOVACAP.NS,Innova Captab Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
IPCALAB.NS,Ipca Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
JLHL.NS,Jupiter Life Line Hospitals Limited,NSE,Healthcare,Medical Care Facilities
JUBLPHARMA.NS,Jubilant Pharmova Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
KILITCH.NS,Kilitch Drugs (India) Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
KIMS.NS,Krishna Institute of Medical Sciences Limited,NSE,Healthcare,Medical Care Facilities
KOPRAN.NS,Kopran Limited,NSE,Healthcare,Drug Manufacturers - General
KREBSBIO.NS,Krebs Biochemicals & Industries Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
KRSNAA.NS,Krsnaa Diagnostics Limited,NSE,Healthcare,Diagnostics & Research
LALPATHLAB.NS,Dr. Lal PathLabs Limited,NSE,Healthcare,Diagnostics & Research
LASA.NS,Lasa Supergenerics Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
LAURUSLABS.NS,Laurus Labs Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
LINCOLN.NS,Lincoln Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,NSE,Healthcare,Medical Care Facilities
LUPIN.NS,Lupin Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
LYKALABS.NS,Lyka Labs Limited,NSE,Healthcare,Biotechnology
MANGALAM.NS,Mangalam Drugs & Organics Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
MANKIND.NS,Mankind Pharma Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
MARKSANS.NS,Marksans Pharma Limited,NSE,Healthcare,Drug Manufacturers - General
MAXHEALTH.NS,Max Healthcare Institute Limited,NSE,Healthcare,Medical Care Facilities
MAXIND.NS,Max India Limited,NSE,Healthcare,Medical Care Facilities
MEDANTA.NS,Global Health Limited,NSE,Healthcare,Medical Care Facilities
MEDIASSIST.NS,,NSE,Healthcare,Healthcare Plans
MEDICAMEQ.NS,Medicamen Biotech Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
MEDICO.NS,Medico Remedies Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
MEDPLUS.NS,MedPlus Health Services Limited,NSE,Healthcare,Pharmaceutical Retailers
MEGASOFT.NS,Megasoft Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
METROPOLIS.NS,Metropolis Healthcare Limited,NSE,Healthcare,Diagnostics & Research
MOREPENLAB.NS,Morepen Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
NATCOPHARM.NS,NATCO Pharma Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
NECLIFE.NS,Nectar Lifesciences Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
NEULANDLAB.NS,Neuland Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
NGLFINE.NS,NGL Fine-Chem Limited,NSE,Healthcare,Drug Manufacturers - General
NH.NS,Narayana Hrudayalaya Limited,NSE,Healthcare,Medical Care Facilities
NURECA.NS,Nureca Limited,NSE,Healthcare,Medical Devices
ORCHPHARMA.NS,Orchid Pharma Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
ORTINLAB.NS,Ortin Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
PANACEABIO.NS,Panacea Biotec Limited,NSE,Healthcare,Biotechnology
PAR.NS,Par Drugs and Chemicals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
PFIZER.NS,Pfizer Limited,NSE,Healthcare,Drug Manufacturers - General
PGHL.NS,Procter & Gamble Health Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
POLYMED.NS,Poly Medicure Limited,NSE,Healthcare,Medical Instruments & Supplies
PPLPHARMA.NS,Piramal Pharma Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
RAINBOW.NS,Rainbow Children's Medicare Limited,NSE,Healthcare,Medical Care Facilities
RPGLIFE.NS,RPG Life Sciences Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SAKAR.NS,Sakar Healthcare Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SANOFI.NS,Sanofi India Limited,NSE,Healthcare,Drug Manufacturers - General
SASTASUNDR.NS,Sastasundar Ventures Limited,NSE,Healthcare,Pharmaceutical Retailers
SEQUENT.NS,Sequent Scientific Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SHALBY.NS,Shalby Limited,NSE,Healthcare,Medical Care Facilities
SHILPAMED.NS,Shilpa Medicare Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SIGACHI.NS,Sigachi Industries Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SMSLIFE.NS,SMS Lifesciences India Limited,NSE,Healthcare,Biotechnology
SMSPHARMA.NS,SMS Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - General
SOLARA.NS,Solara Active Pharma Sciences Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SPARC.NS,Sun Pharma Advanced Research Company Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
STAR.NS,Strides Pharma Science Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SUPRIYA.NS,Supriya Lifescience Limited,NSE,Healthcare,Biotechnology
SUVEN.NS,Suven Life Sciences Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SUVENPHAR.NS,Suven Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SYNCOMF.NS,Syncom Formulations (India) Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
SYNGENE.NS,Syngene International Limited,NSE,Healthcare,Biotechnology
TAKE.NS,TAKE Solutions Limited,NSE,Healthcare,Biotechnology
TARSONS.NS,Tarsons Products Limited,NSE,Healthcare,Medical Instruments & Supplies
THEMISMED.NS,Themis Medicare Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
THYROCARE.NS,Thyrocare Technologies Limited,NSE,Healthcare,Diagnostics & Research
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
TTKHLTCARE.NS,TTK Healthcare Limited,NSE,Healthcare,Drug Manufacturers - General
UNICHEMLAB.NS,Unichem Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
UNIVPHOTO.NS,Universus Photo Imagings Limited,NSE,Healthcare,Medical Devices
VAISHALI.NS,Vaishali Pharma Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
VALIANTLAB.NS,Valiant Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
VENUSREM.NS,Venus Remedies Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
VIJAYA.NS,Vijaya Diagnostic Centre Limited,NSE,Healthcare,Diagnostics & Research
VIMTALABS.NS,Vimta Labs Limited,NSE,Healthcare,Diagnostics & Research
WANBURY.NS,Wanbury Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
WINDLAS.NS,Windlas Biotech Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
WOCKPHARMA.NS,Wockhardt Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited,NSE,Healthcare,Medical Care Facilities
ZIMLAB.NS,ZIM Laboratories Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
ZOTA.NS,Zota Health Care Limited,NSE,Healthcare,Biotechnology
ZYDUSLIFE.NS,Zydus Lifesciences Limited,NSE,Healthcare,Drug Manufacturers - Specialty & Generic
3MINDIA.NS,3M India Limited,NSE,Industrials,Conglomerates
A2ZINFRA.NS,A2Z Infra Engineering Limited,NSE,Industrials,Engineering & Construction
AARON.NS,Aaron Industries Limited,NSE,Industrials,Specialty Industrial Machinery
AARTECH.NS,Aartech Solonics Limited,NSE,Industrials,Electrical Equipment & Parts
AARVI.NS,Aarvi Encon Limited,NSE,Industrials,Staffing & Employment Services
ABB.NS,ABB India Limited,NSE,Industrials,Specialty Industrial Machinery
ACCURACY.NS,Accuracy Shipping Limited,NSE,Industrials,Integrated Freight & Logistics
ACE.NS,Action Construction Equipment Limited,NSE,Industrials,Farm & Heavy Construction Machinery
